terms,pos,type,count
그러므로,Conjunction,채동욱,2
그러한,Adjective,정상명,1
그런,Adjective,윤석열,1
그렇게,Adverb,김진태,1
그렇습니다,Adjective,김수남,1
그려야,Verb,채동욱,1
그릇된,Adjective,채동욱,1
그리고,Conjunction,김준규,3
그리고,Conjunction,김진태,2
그리고,Conjunction,문무일,1
그리고,Conjunction,윤석열,3
그리고,Conjunction,정상명,1
그리하여,Conjunction,임채진,1
그마,Foreign,정상명,1
그저,Adverb,정상명,1
그쳐,Verb,채동욱,1
그치지,Verb,김진태,1
극복,Noun,김수남,1
극복,Noun,임채진,1
극복,Noun,정상명,1
극복,Noun,채동욱,1
근간,Noun,김수남,1
근간,Noun,김진태,1
근간,Noun,한상대,1
근거,Noun,윤석열,1
근무,Noun,김수남,1
근무,Noun,김종빈,1
근무,Noun,문무일,1
근무,Noun,정상명,1
근본,Noun,채동욱,1
근절,Noun,김진태,1
근절,Noun,채동욱,1
금,Noun,채동욱,1
금융,Noun,김수남,1
급변,Noun,김진태,1
급속히,Adjective,김종빈,1
급속히,Adjective,채동욱,1
긍정,Noun,한상대,1
긍지,Noun,김진태,1
긍지,Noun,채동욱,1
기,Modifier,김진태,2
기,Modifier,윤석열,1
기,Modifier,임채진,1
기간,Noun,김준규,2
기강,Noun,김종빈,1
기강,Noun,김진태,1
기강,Noun,한상대,1
기계,Noun,김수남,1
기계,Noun,윤석열,1
기관,Noun,김수남,1
기관,Noun,김종빈,1
기관,Noun,김진태,3
기관,Noun,윤석열,2
기관,Noun,임채진,1
기관,Noun,정상명,2
기관,Noun,채동욱,1
기관,Noun,한상대,3
기구,Noun,채동욱,1
기능,Noun,김수남,3
기능,Noun,김진태,2
기능,Noun,정상명,5
기능,Noun,채동욱,1
기다릴,Verb,정상명,1
기대,Noun,김종빈,1
기대,Noun,임채진,1
기대,Noun,채동욱,1
기대하고,Adjective,김종빈,1
기대하면서,Adjective,임채진,1
기대합니다,Adjective,김진태,1
기대합니다,Adjective,정상명,1
기대합니다,Adjective,한상대,2
기도,Noun,정상명,1
기득권,Noun,정상명,1
기록,Noun,문무일,1
기르고,Verb,문무일,1
기를,Verb,문무일,1
기를,Verb,채동욱,1
기만,Noun,한상대,1
기밀,Noun,임채진,1
기반,Noun,한상대,1
기법,Noun,김종빈,1
기법,Noun,임채진,1
기법,Noun,정상명,1
기본,Noun,김수남,1
기본,Noun,김종빈,1
기본,Noun,김진태,1
기본,Noun,문무일,1
기본,Noun,채동욱,7
기본권,Noun,윤석열,1
기본권,Noun,정상명,1
기쁘고,Adjective,윤석열,1
기쁜,Adjective,김종빈,1
기쁨,Noun,정상명,1
기소,Noun,윤석열,1
기술,Noun,채동욱,1
기억,Noun,김진태,1
기억,Noun,정상명,1
기업,Noun,김수남,1
기업,Noun,김진태,1
기업,Noun,채동욱,1
기여,Noun,김진태,1
기여,Noun,문무일,1
기여,Noun,임채진,1
기울여,Verb,김수남,1
기울여,Verb,김종빈,1
기울여야,Verb,김수남,1
기울여야,Verb,정상명,1
기울여야,Verb,채동욱,1
기울이고,Verb,김종빈,1
기울입시다,Verb,문무일,1
기웃,Noun,김종빈,1
기원,Noun,김준규,1
기원,Noun,임채진,1
기존,Noun,김진태,1
기존,Noun,정상명,1
기준,Noun,김수남,1
기준,Noun,김종빈,1
기준,Noun,임채진,1
기준,Noun,채동욱,1
기틀,Noun,한상대,1
기품,Noun,문무일,1
기필코,Noun,김준규,1
기하,Noun,임채진,1
기하,Noun,채동욱,1
기해,Noun,김수남,1
기회,Noun,임채진,1
기회,Noun,정상명,1
기회,Noun,한상대,1
기획,Noun,정상명,2
긴,Verb,한상대,1
긴장감,Noun,김종빈,1
길,Noun,임채진,2
길,Noun,채동욱,3
길,Noun,한상대,2
길목,Noun,채동욱,1
길은,Adjective,김수남,1
길은,Adjective,김진태,1
길은,Adjective,정상명,1
김종,Noun,정상명,1
김진태,Noun,김수남,1
김진태,Noun,채동욱,1
깃털,Noun,정상명,1
깊으면,Adjective,한상대,1
깊은,Adjective,김수남,1
깊은,Adjective,윤석열,1
깊은,Adjective,정상명,1
깊은,Adjective,한상대,1
깊이,Noun,윤석열,1
깊이,Noun,임채진,1
깊이,Noun,정상명,3
깊이,Noun,채동욱,1
까지,Josa,김수남,2
까지,Josa,김진태,2
까지,Josa,윤석열,2
까지,Josa,정상명,1
까지,Josa,채동욱,1
까지도,Josa,김진태,1
까지도,Josa,문무일,1
깔려,Verb,김준규,1
깨끗이,Adverb,김종빈,1
깨끗하지,Adjective,채동욱,1
깨끗한,Adjective,김종빈,1
깨끗한,Adjective,정상명,1
깨끗한,Adjective,채동욱,1
깨끗한,Adjective,한상대,1
깨끗함과,Adjective,한상대,1
깨워주는,Verb,정상명,1
께,Josa,김수남,1
께,Josa,김종빈,1
께,Josa,김준규,3
께,Josa,김진태,1
께,Josa,문무일,2
께,Josa,윤석열,1
께,Josa,임채진,1
께,Josa,정상명,2
께,Josa,한상대,1
께서,Josa,김준규,1
께서,Josa,채동욱,1
께서는,Josa,김종빈,1
꼭,Noun,김진태,1
꼭,Noun,윤석열,1
꼽,Noun,문무일,1
꽃,Noun,김종빈,1
꽃,Noun,임채진,1
꽉,Noun,한상대,1
꾸기를,Verb,김수남,1
꾸는,Verb,김수남,1
꾸면,Verb,김수남,1
꾼,Suffix,김종빈,1
꿈,Noun,김수남,6
꿈,Noun,임채진,2
꿈,Noun,한상대,1
꿈꾸는,Verb,임채진,1
꿈꿉니다,Verb,임채진,1
끈질기되,Adjective,문무일,1
끊어야,Verb,김수남,1
끊어야,Verb,한상대,1
끊임없이,Adjective,김수남,2
끊임없이,Adjective,김종빈,1
끊임없이,Adjective,김준규,1
끊임없이,Adjective,김진태,1
끊임없이,Adjective,채동욱,1
끝,Noun,김진태,2
끝,Noun,윤석열,1
끝,Noun,정상명,1
끝내고,Verb,채동욱,1
끝없는,Adjective,김진태,1
끼친다면,Verb,김진태,1
끼칠,Verb,문무일,1
낌,Noun,김수남,1
나,Josa,김준규,1
나,Josa,김진태,2
나,Josa,문무일,1
나,Josa,임채진,1
나,Josa,채동욱,1
나,Noun,김진태,1
나,Noun,채동욱,1
나가겠습니다,Verb,김수남,1
나가겠습니다,Verb,문무일,1
나가겠습니다,Verb,임채진,1
나가고,Verb,채동욱,1
나가고,Verb,한상대,1
나가는,Verb,김준규,1
나가는데,Verb,임채진,1
나가도록,Verb,김준규,1
나가도록,Verb,임채진,1
나가야,Noun,김수남,4
나가야,Noun,김종빈,1
나가야,Noun,김진태,1
나가야,Noun,임채진,4
나가야,Noun,한상대,1
나갈,Verb,김준규,1
나갈,Verb,김진태,1
나갈,Verb,임채진,1
나갈,Verb,채동욱,1
나감으로써,Verb,김진태,1
나갑시다,Verb,김종빈,2
나갑시다,Verb,김진태,2
나갑시다,Verb,정상명,1
나갑시다,Verb,채동욱,1
나게,Verb,정상명,1
나날이,Noun,김종빈,1
나날이,Noun,김진태,1
나누는,Verb,김종빈,1
나눌,Verb,정상명,2
나뉘는,Verb,김준규,1
나라,Noun,김수남,4
나라,Noun,김종빈,1
나라,Noun,김진태,1
나라,Noun,임채진,1
나라,Noun,한상대,3
나설,Verb,김진태,1
나아가,Verb,문무일,2
나아가,Verb,윤석열,1
나아가,Verb,임채진,1
나아가는,Verb,김수남,1
나아갈지를,Verb,김준규,1
나아갑시다,Verb,임채진,1
나아갑시다,Verb,정상명,1
나야,Noun,김종빈,1
나오는,Verb,임채진,1
나온,Verb,윤석열,1
나온다,Verb,윤석열,1
나온다는,Verb,윤석열,1
나옵니다,Verb,채동욱,1
나은,Noun,임채진,1
나타난,Verb,채동욱,1
난,Noun,김수남,1
난관,Noun,김종빈,1
난관,Noun,임채진,1
난관,Noun,한상대,1
난제,Noun,김진태,1
날,Noun,임채진,1
날,Noun,정상명,1
날로,Noun,김진태,1
날인,Noun,정상명,1
낡은,Adjective,정상명,1
남,Noun,김종빈,2
남게,Verb,김준규,1
남북분단,Noun,김진태,1
남아,Noun,김수남,1
남아있는지,Verb,정상명,1
남용,Noun,김종빈,1
남용,Noun,윤석열,1
남용,Noun,임채진,1
남용,Noun,채동욱,1
남지,Noun,임채진,1
납득,Noun,김수남,2
납득,Noun,채동욱,1
납시다,Verb,김진태,1
낭비하는,Adjective,김진태,1
낮건,Adjective,김준규,1
낮은,Adjective,김수남,1
낮은,Adjective,김진태,1
낮은,Adjective,채동욱,1
낮추는,Verb,임채진,1
낮추어도,Verb,임채진,1
낮추어야,Verb,김수남,1
내,Determiner,김진태,1
내,Determiner,임채진,1
내,Determiner,한상대,1
내,Noun,채동욱,1
내년,Noun,김수남,1
내년,Noun,임채진,1
내는,Verb,김종빈,1
내딛고자,Verb,김수남,1
내려져야,Verb,김종빈,1
내리도록,Verb,김진태,1
내리듯이,Verb,김수남,1
내릴,Verb,채동욱,1
내보일,Verb,문무일,1
내부,Noun,김수남,1
내부,Noun,김종빈,1
내부,Noun,김진태,1
내부,Noun,문무일,3
내부,Noun,정상명,2
내부,Noun,한상대,3
내실,Verb,김종빈,1
내어,Verb,문무일,1
내용,Noun,정상명,1
내용,Noun,채동욱,1
내지,Noun,김종빈,1
내지,Noun,채동욱,1
낼,Noun,정상명,1
냄으로써,Verb,김종빈,1
냅시다,Verb,문무일,1
냉엄,Noun,임채진,1
냉철한,Adjective,김진태,1
냉철한,Adjective,정상명,1
냉철한,Adjective,채동욱,1
냉철히,Adjective,김종빈,1
넘고,Verb,임채진,1
넘실대는,Verb,한상대,1
넘어,Verb,한상대,3
넘어서,Verb,한상대,2
넘어섰습니다,Verb,김수남,1
넘어야,Verb,한상대,1
넘을,Verb,임채진,1
넘을,Verb,채동욱,1
넘치는,Adjective,채동욱,1
넘치는,Adjective,한상대,2
넣기,Noun,김종빈,1
네,Noun,정상명,1
넷째,Noun,김수남,1
넷째,Noun,김종빈,1
넷째,Noun,임채진,1
년,Noun,한상대,1
년전,Noun,김수남,1
노고,Noun,김수남,1
노고,Noun,정상명,1
노력,Noun,김수남,3
노력,Noun,김종빈,5
노력,Noun,김준규,1
노력,Noun,김진태,1
노력,Noun,문무일,3
노력,Noun,임채진,1
노력,Noun,정상명,3
노력,Noun,채동욱,2
노사,Noun,김진태,2
녹음,Noun,김종빈,1
녹화,Noun,김종빈,1
논란,Noun,채동욱,1
논어,Noun,김수남,1
논의,Noun,정상명,1
농단,Noun,윤석열,1
높거나,Adjective,김진태,1
높건,Adjective,김준규,1
높게,Adjective,김준규,1
높고,Adjective,임채진,1
높고,Adjective,채동욱,1
높다고,Adjective,한상대,1
높습니다,Adjective,김종빈,1
높아진,Verb,김종빈,1
높여,Verb,채동욱,1
높은,Adjective,김수남,2
높은,Adjective,김종빈,1
높은,Adjective,임채진,2
높이,Noun,채동욱,1
놓고,Verb,김진태,1
놓고,Verb,채동욱,1
놓여질,Verb,김종빈,1
놓치게,Verb,정상명,1
누가,Noun,문무일,1
누가,Noun,한상대,1
누구,Noun,김수남,1
누구,Noun,김진태,1
누를,Verb,김진태,1
누리는,Verb,김진태,1
누수,Noun,김진태,1
누적,Noun,채동욱,1
눈,Noun,김수남,1
눈길,Noun,김종빈,1
눈높이,Noun,김수남,1
눈높이,Noun,김진태,1
눈높이,Noun,채동욱,1
눈동자,Noun,임채진,1
눈물,Noun,정상명,1
눈부신,Adjective,김수남,1
눈빛,Noun,김수남,1
느끼게,Verb,문무일,1
느낄,Verb,김종빈,1
느낍니다,Verb,김수남,1
느낍니다,Verb,정상명,1
느낍니다,Verb,채동욱,1
는,Josa,김수남,13
는,Josa,김종빈,13
는,Josa,김준규,11
는,Josa,김진태,12
는,Josa,문무일,9
는,Josa,윤석열,11
는,Josa,임채진,10
는,Josa,정상명,19
는,Josa,채동욱,24
는,Josa,한상대,16
는,Verb,김수남,3
는,Verb,김진태,2
는,Verb,정상명,1
는,Verb,채동욱,1
늘,Noun,김진태,1
능,Noun,채동욱,1
능력,Noun,김수남,1
능력,Noun,윤석열,1
니,Noun,김진태,1
니까,Josa,김종빈,1
님,Suffix,김수남,1
님,Suffix,김종빈,1
님,Suffix,윤석열,1
님,Suffix,임채진,1
님,Suffix,정상명,1
님,Suffix,채동욱,1
다,Adverb,김종빈,3
다,Adverb,김진태,3
다,Adverb,임채진,1
다,Adverb,정상명,1
다,Adverb,한상대,1
다,Josa,김종빈,3
다,Josa,김진태,3
다,Josa,문무일,1
다,Josa,윤석열,1
다,Noun,김수남,1
다,Noun,김진태,1
다,Noun,한상대,1
다가가서,Verb,김수남,1
다가가야,Verb,김수남,1
다가가지,Verb,김수남,1
다가갑시다,Verb,문무일,2
다가서기,Verb,김종빈,1
다가올,Verb,정상명,1
다가와,Verb,정상명,1
다루는,Verb,정상명,1
다른,Noun,김진태,1
다를,Adjective,김수남,1
다산,Noun,김종빈,1
다산,Noun,정상명,1
다섯째,Modifier,김수남,1
다섯째,Modifier,임채진,1
다소간,Noun,채동욱,1
다시,Noun,김종빈,1
다시,Noun,김준규,2
다시,Noun,문무일,1
다시,Noun,윤석열,2
다시,Noun,임채진,1
다시,Noun,정상명,1
다시,Noun,채동욱,1
다시,Noun,한상대,1
다양한,Adjective,김진태,1
다양한,Adjective,문무일,1
다양한,Adjective,채동욱,1
다운,Noun,김진태,1
다음,Noun,문무일,2
다음,Noun,윤석열,1
다중,Noun,윤석열,1
다지,Noun,한상대,1
다지기,Verb,채동욱,1
다짐,Noun,김종빈,1
다짐,Noun,채동욱,2
다집시다,Verb,김진태,1
다해,Noun,김종빈,2
다해,Noun,김준규,1
다해,Noun,김진태,2
다해,Noun,윤석열,1
다해,Noun,임채진,3
다해,Noun,한상대,1
다행히,Adjective,채동욱,1
닥치더라도,Verb,임채진,1
닦아,Verb,정상명,1
단,Noun,정상명,2
단결,Noun,김진태,1
단계,Noun,김종빈,1
단기간,Noun,김수남,1
단단한,Adjective,김준규,1
단단히,Adjective,임채진,1
단속,Noun,김진태,1
단죄,Noun,김진태,1
단죄,Noun,임채진,1
단죄,Noun,정상명,1
단죄,Noun,채동욱,1
단지,Noun,김수남,1
단지,Noun,김진태,1
단체,Noun,김진태,1
단편,Noun,김진태,1
단합,Noun,김종빈,1
단합,Noun,정상명,1
단행,Noun,임채진,1
단호,Noun,김수남,2
단호,Noun,김종빈,1
단호,Noun,김준규,1
단호,Noun,김진태,2
단호,Noun,윤석열,1
단호,Noun,임채진,1
달,Noun,김종빈,1
달,Noun,김준규,1
달,Noun,정상명,1
달,Noun,채동욱,1
달라,Noun,정상명,1
달라지는,Verb,김종빈,1
달려,Verb,김종빈,1
달성,Noun,김수남,1
달성,Noun,정상명,1
달여의,Verb,김준규,1
담당,Noun,김종빈,1
답,Noun,김준규,3
답,Noun,채동욱,2
답답함과,Adjective,김진태,1
당,Modifier,김준규,1
당당하고,Adjective,임채진,1
당당하고,Adjective,정상명,1
당당하면서,Adjective,김진태,1
당당하지만,Adjective,김준규,2
당당한,Adjective,김진태,3
당당한,Adjective,정상명,1
당면,Noun,김진태,1
당부,Noun,김수남,1
당부,Noun,윤석열,1
당부,Noun,임채진,1
당부,Noun,정상명,1
당부,Noun,채동욱,1
당사자,Noun,김수남,2
당사자,Noun,문무일,1
당사자,Noun,채동욱,1
당연한,Adjective,김진태,1
대,Modifier,김종빈,1
대,Modifier,윤석열,1
대,Modifier,한상대,1
대,Verb,김수남,1
대,Verb,한상대,2
대검,Noun,김수남,2
대검,Noun,임채진,1
대검찰청,Noun,김수남,1
대검찰청,Noun,정상명,1
대변,Noun,한상대,1
대상,Noun,김종빈,1
대상,Noun,김진태,1
대상,Noun,임채진,1
대상,Noun,채동욱,1
대응,Noun,김수남,2
대응,Noun,김준규,2
대응,Noun,김진태,3
대응,Noun,윤석열,1
대접,Noun,김종빈,2
대처,Noun,김수남,3
대처,Noun,김종빈,1
대처,Noun,김진태,3
대처,Noun,문무일,1
대처,Noun,윤석열,2
대처,Noun,임채진,1
대통령령,Noun,채동욱,1
대통령선거,Noun,임채진,1
대폭,Noun,김수남,1
대폭,Noun,김종빈,2
대폭,Noun,채동욱,1
대하,Noun,문무일,3
대하,Noun,채동욱,2
대하,Noun,한상대,1
대하여도,Verb,문무일,1
대한,Noun,김수남,5
대한,Noun,김종빈,2
대한,Noun,김준규,1
대한,Noun,김진태,4
대한,Noun,문무일,3
대한,Noun,윤석열,5
대한,Noun,임채진,2
대한,Noun,정상명,2
대한,Noun,채동욱,4
대한,Noun,한상대,2
대한민국,Noun,김수남,1
대한민국,Noun,김진태,1
대한민국,Noun,임채진,1
대한민국,Noun,정상명,5
대한민국,Noun,채동욱,1
대한민국,Noun,한상대,2
대해,Noun,김수남,1
대해,Noun,김종빈,2
대해,Noun,김준규,2
대해,Noun,김진태,5
대해,Noun,윤석열,1
대해,Noun,정상명,1
대해,Noun,채동욱,2
대행,Noun,채동욱,1
대화,Noun,김진태,1
더,Noun,김수남,3
더,Noun,김종빈,3
더,Noun,김진태,4
더,Noun,문무일,1
더,Noun,윤석열,2
더,Noun,정상명,1
더불어,Verb,정상명,1
더없이,Noun,채동욱,1
더욱,Noun,김수남,1
더욱,Noun,김종빈,4
더욱,Noun,김진태,4
더욱,Noun,문무일,1
더욱,Noun,채동욱,1
더욱,Noun,한상대,1
더욱더,Noun,임채진,1
더한층,Noun,김진태,1
덕,Noun,임채진,1
덕목,Noun,윤석열,1
덕성,Noun,임채진,1
덕이,Noun,임채진,1
덜하지도,Adjective,문무일,1
데,Noun,김수남,2
데,Noun,김종빈,2
데,Noun,김진태,1
데,Noun,문무일,2
데,Noun,윤석열,3
데,Noun,임채진,4
데,Noun,채동욱,1
도,Josa,김수남,7
도,Josa,김종빈,5
도,Josa,김준규,4
도,Josa,김진태,5
도,Josa,문무일,2
도,Josa,윤석열,1
도,Josa,임채진,6
도,Josa,정상명,6
도,Josa,채동욱,10
도,Josa,한상대,3
도,Noun,김수남,3
도,Noun,문무일,1
도,Noun,윤석열,1
도,Noun,임채진,1
도구,Noun,채동욱,1
도달,Noun,김수남,1
도덕성,Noun,김수남,1
도덕성,Noun,김종빈,1
도덕성,Noun,김진태,1
도덕성,Noun,정상명,1
도려내는,Verb,김진태,1
도려내지,Verb,한상대,1
도로,Noun,정상명,1
도모,Noun,임채진,1
도박장,Noun,김수남,1
도약,Noun,한상대,1
도와주어,Verb,김종빈,1
도움,Noun,문무일,1
도입,Noun,김종빈,1
도입,Noun,문무일,1
도출,Noun,김수남,1
도출,Noun,문무일,2
도출,Noun,정상명,1
독립,Noun,김종빈,3
독립,Noun,문무일,1
독립,Noun,임채진,1
독립,Noun,정상명,2
독립성,Noun,문무일,1
독립성,Noun,임채진,1
돈,Noun,김진태,1
돈,Noun,정상명,1
돌,Noun,정상명,1
돌보지,Verb,한상대,1
돌아가,Verb,김준규,1
돌아가라는,Verb,채동욱,1
돌아온,Verb,채동욱,1
돌아와,Verb,김준규,1
돌이,Noun,김수남,1
돌이켜,Verb,김준규,2
동고동락,Noun,김종빈,1
동료,Noun,채동욱,1
동반,Noun,문무일,2
동시,Noun,김수남,1
동안,Noun,김종빈,1
동안,Noun,채동욱,1
동참,Noun,김진태,1
동참,Noun,문무일,1
동참,Noun,한상대,1
동행,Noun,문무일,1
돼,Verb,김수남,1
돼야,Verb,김수남,1
됐습니다,Verb,김수남,1
되,Verb,김수남,1
되,Verb,김준규,1
되,Verb,김진태,4
되,Verb,문무일,1
되,Verb,윤석열,1
되,Verb,정상명,1
되,Verb,채동욱,1
되거나,Verb,채동욱,1
되겠습니다,Verb,김진태,1
되겠습니다,Verb,문무일,1
되고,Verb,김수남,2
되고,Verb,김종빈,1
되고,Verb,김진태,2
되고,Verb,문무일,1
되고,Verb,정상명,3
되고,Verb,채동욱,1
되고,Verb,한상대,3
되기,Verb,김준규,1
되기,Verb,정상명,1
되기,Verb,채동욱,1
되길,Verb,김준규,1
되는,Verb,김종빈,2
되는,Verb,김준규,2
되는,Verb,문무일,1
되는,Verb,윤석열,3
되는,Verb,임채진,2
되는,Verb,정상명,1
되는,Verb,채동욱,1
되는,Verb,한상대,1
되니,Verb,김준규,1
되도록,Verb,윤석열,1
되며,Verb,김진태,1
되면,Verb,한상대,1
되새겨,Verb,정상명,1
되새겨,Verb,채동욱,1
되새겨야,Verb,김수남,1
되새기면서,Verb,정상명,1
되어,Verb,김준규,1
되어,Verb,김진태,1
되어,Verb,문무일,2
되어,Verb,윤석열,2
되어,Verb,임채진,1
되어,Verb,정상명,4
되어,Verb,채동욱,2
되어,Verb,한상대,1
되어서는,Verb,한상대,1
되어야,Verb,김준규,5
되어야,Verb,김진태,1
되어야,Verb,문무일,1
되어야,Verb,윤석열,3
되어야,Verb,정상명,3
되어야,Verb,한상대,1
되었기,Verb,김진태,1
되었기,Verb,정상명,1
되었다면,Verb,윤석열,1
되었습니다,Verb,정상명,1
되었습니다,Verb,한상대,1
되었으리라,Verb,김준규,1
되었을,Verb,김수남,1
되었을,Verb,정상명,1
되지,Verb,채동욱,1
되찾고,Verb,김진태,1
되찾아,Verb,채동욱,1
된,Verb,김수남,2
된,Verb,김종빈,2
된,Verb,김준규,3
된,Verb,김진태,3
된,Verb,문무일,1
된,Verb,윤석열,1
된,Verb,임채진,4
된,Verb,채동욱,4
된,Verb,한상대,1
된다,Verb,김수남,2
된다는,Verb,김진태,1
된다는,Verb,임채진,1
된다는,Verb,채동욱,1
될,Verb,김수남,2
될,Verb,김종빈,2
될,Verb,김준규,1
될,Verb,김진태,1
될,Verb,윤석열,2
될,Verb,임채진,2
될,Verb,정상명,2
될,Verb,채동욱,4
될,Verb,한상대,4
될수록,Verb,한상대,1
될지도,Verb,정상명,1
될지언정,Verb,임채진,1
됨은,Verb,김준규,1
됨은,Verb,윤석열,1
됩니다,Verb,김수남,2
됩니다,Verb,김종빈,1
됩니다,Verb,김진태,1
됩니다,Verb,문무일,1
됩니다,Verb,윤석열,2
됩니다,Verb,임채진,1
됩니다,Verb,정상명,1
됩니다,Verb,채동욱,8
됩니다,Verb,한상대,1
됩시다,Verb,김진태,2
두,Determiner,정상명,1
두,Noun,윤석열,1
두려운,Adjective,임채진,1
두려움,Noun,임채진,2
두려움,Noun,정상명,1
두려움,Noun,한상대,1
두려워하지,Adjective,정상명,1
두렵게,Adjective,채동욱,1
두루,Noun,정상명,1
두지,Verb,임채진,1
둘째,Noun,김수남,1
둘째,Noun,김종빈,1
둘째,Noun,임채진,1
둘째,Noun,정상명,1
둘째,Noun,채동욱,1
둘째,Noun,한상대,2
뒤,Noun,김수남,1
뒤,Noun,김종빈,1
뒤,Noun,임채진,1
뒷받침,Noun,임채진,1
드러난,Verb,김진태,1
드러내,Verb,문무일,2
드러내고,Verb,김진태,1
드려야,Verb,김진태,1
드려야,Verb,문무일,2
드렸습니다,Verb,채동욱,1
드리고,Verb,김진태,1
드리기,Verb,김진태,1
드리는,Verb,윤석열,1
드리며,Verb,김준규,1
드릴,Noun,문무일,1
드릴,Noun,윤석열,1
드립니다,Verb,김수남,1
드립니다,Verb,김준규,2
드립니다,Verb,김진태,1
드립니다,Verb,문무일,1
드립니다,Verb,윤석열,1
드립니다,Verb,정상명,2
든든한,Adjective,김진태,1
든든한,Adjective,문무일,1
든든한,Adjective,정상명,1
든든한,Adjective,채동욱,1
든든합니다,Adjective,채동욱,1
듣겠습니다,Verb,문무일,1
듣고,Verb,김진태,1
듣고,Verb,정상명,1
들,Suffix,김수남,3
들,Suffix,김종빈,12
들,Suffix,김준규,4
들,Suffix,김진태,4
들,Suffix,문무일,4
들,Suffix,임채진,14
들,Suffix,정상명,12
들,Suffix,채동욱,9
들,Suffix,한상대,6
들께는,Verb,김종빈,2
들께도,Verb,채동욱,1
들리지,Verb,김수남,1
들어,Verb,김수남,1
들어,Verb,문무일,1
들어갈,Verb,김진태,1
들어갑시다,Verb,김진태,2
들으며,Verb,문무일,1
들지,Verb,문무일,1
듦이,Verb,김수남,2
듯이,Noun,김수남,1
등,Noun,김수남,6
등,Noun,김종빈,1
등,Noun,김진태,2
등,Noun,문무일,1
등,Noun,윤석열,2
등,Noun,채동욱,2
등대,Noun,김준규,1
디지털로,Noun,정상명,1
따뜻하게,Adjective,김종빈,1
따뜻하게,Adjective,김준규,1
따뜻하게,Adjective,문무일,1
